index	year	title	authors	source	venue	url	final_level	final_action	is_final_positive_candidate	is_final_retained_review_item	goal_v2_support_level	goal_v2_route_labels	core_0_source_validity	core_1_claim_match	core_2_behavioral_or_organizational_effect	core_3_method_and_robustness	core_4_internal_mechanism_coarse_graining	core_5_reduced_predictive_description	core_6_alternative_controls	summary
1	2026	"""So There's a Catch-22 Here"": How Early Adopters Who Build Multi-Agent LLM Systems Conceptualize Transparency"	Suchismita Naik; Samir Passi; Mihaela Vorvoreanu; Scott Saponas; Amanda Hall	arxiv	arXiv	http://arxiv.org/abs/2606.08323v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	Multi-agent large language model (LLM) systems are rapidly emerging, yet transparency, a cornerstone of responsible AI, remains under-defined in these distributed architectures, which have complexities of inter-agent coordination and orchestration. In this paper, we present one of the first empirical study of how early adopters of multi-agent LLM systems, who are both the builders and users, understand and practice transparency. We conducted semi-structured interviews with 13 early adopters in [Large Technology Organization] and applied thematic analysis to identify recurring patterns. Participants articulated divergent yet complementary framings of transparency, including reproducibility, debugging, boundary-setting, visualization, and auditing. These perspectives spanned questions of what transparency entails, why it matters, and how it is achieved. We synthesize these into a multidimensional framework, which is developer, user, and governance-focused positioning transparency as a situated socio-technical practice that informs future HCI and AI design and research around aligning expectations and capacities of their intended audiences.
2	2026	A Bayesian Perspective on the Role of Epistemic Uncertainty for Delayed Generalization in In-Context Learning	Abdessamed Qchohi; Simone Rossi	arxiv	arXiv	http://arxiv.org/abs/2604.12434v1	LEVEL_4_BULK_PARTIAL_CORE_CANDIDATES	Partial core candidate; lower priority than Level 1/2	True	True	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	In-context learning enables transformers to adapt to new tasks from a few examples at inference time, while grokking highlights that this generalization can emerge abruptly only after prolonged training. We study task generalization and grokking in in-context learning using a Bayesian perspective, asking what enables the delayed transition from memorization to generalization. Concretely, we consider modular arithmetic tasks in which a transformer must infer a latent linear function solely from in-context examples and analyze how predictive uncertainty evolves during training. We combine approximate Bayesian techniques to estimate the posterior distribution and we study how uncertainty behaves across training and under changes in task diversity, context length, and context noise. We find that epistemic uncertainty collapses sharply when the model groks, making uncertainty a practical label-free diagnostic of generalization in transformers. Additionally, we provide theoretical support with a simplified Bayesian linear model, showing that asymptotically both delayed generalization and uncertainty peaks arise from the same underlying spectral mechanism, which links grokking time to uncertainty dynamics.
3	2026	A Dual-Path Architecture for Scaling Compute and Capacity in LLMs	Markus Frey; Behzad Shomali; Joachim Koehler; Mehdi Ali	arxiv	arXiv	http://arxiv.org/abs/2605.30202v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	Looped transformers apply a shared block multiple times and have emerged as a parameter-efficient route to scaling compute in language models. However, at fixed FLOPs a looped model has strictly less capacity than a baseline transformer. We propose a novel dual-path block that can flexibly scale compute, the number of sequential operations applied to a hidden state, and capacity, the parameters available at a single step. For this we expose both axes as parallel pathways within a single layer: a deep sublayer re-applied K times with shared parameters, and a wide sublayer with an enlarged feed-forward network applied once. Independent per-token gates combine both axes and allow detailed per-token routing analyses. We show that across two FLOP budgets, our dual-path model surpasses iso-FLOP matched models on language modeling and downstream evaluations, while using fewer parameters than the baseline at matched FLOPs. The learned gates are directly interpretable and show systematic per-token allocation with function words and lexical content trend wide, while punctuation, symbols, and arithmetic tokens trend deep.
4	2026	A geometric relation of the error introduced by sampling a language model's output distribution to its internal state	Albert F. Modenbach	openalex		https://openalex.org/W7160670443	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PARTIAL	FAIL	N/A	N/A	N/A	N/A	N/A	GPT-style language models are sensitive to single-token changes at generation points where the predicted probability distribution is spread across multiple tokens. Viewing this sensitivity as a geometric property, we derive an $\mathfrak{so}(n)$-valued 1-form that depends only on the geometry of the token embeddings. Despite this purely geometric origin, we show that its curvature is semantically meaningful: On chess reasoning tasks, the curvature couples to the world model of an off-the-shelf instruction-tuned model, with transformations clustering by board region and respecting piece importance. Our findings suggest that token space geometry directly reflects how models internally represent problems.
5	2026	A Layered Security Framework Against Prompt Injection in RAG-Based Chatbots	Gulshan Saleem; Nisar Ahmed; Muhammad Imran Zaman; Ali Hassan	arxiv	arXiv	http://arxiv.org/abs/2606.19660v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	Prompt injection is ranked as the most critical vulnerability in large language model (LLM) deployments by the OWASP Top 10 for LLM Applications, yet existing defenses operate at isolated pipeline stages and remain incomplete. Input filters cannot inspect retrieved documents, while output monitors cannot prevent malicious payloads from reaching the model. Consequently, retrieval-augmented generation (RAG) chatbots remain vulnerable to indirect injection, where a poisoned knowledge-base document compromises every user whose query retrieves it. We present a three-layer framework that intercepts both direct and indirect prompt injection throughout the inference pipeline. Layer 1 screens user input using a rule-based pattern library and a fine-tuned semantic anomaly classifier. Layer 2 enforces a provenance-based instruction hierarchy during context assembly, preventing retrieved content from overriding operator policy. Layer 3 audits model output using a policy rule engine and semantic drift detector before delivery. A continuous audit loop aggregates structured logs and supports retraining to adapt the classifier to emerging attack patterns. The framework is model-agnostic and deploys as middleware without modifying the underlying LLM. Evaluation on 5,080 samples across GPT-4o, Llama 3, and Mistral 7B shows that the framework reduces Attack Success Rate (ASR) from 71.4\% to 11.3\%, outperforming the best single-layer baseline by 27.3 percentage points and a published guardrail system by 23.8 percentage points, while maintaining a 4.8\% false positive rate and a median latency overhead of 61.2 ms. Ablation studies confirm that all three layers provide complementary protection and that their combined effect exceeds the sum of individual contributions.
6	2026	A Mathematical Theory of Value: a synthesis on goal-directed agency under resource constraints	Cheng Qian	arxiv	arXiv	http://arxiv.org/abs/2606.12502v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	We propose that value -- the quantity goal-directed agents create, destroy, and exchange -- is a lawful structural quantity in the same category as information. Following Shannon's method, we make one ruthless abstraction: value is the rate at which an agent converts a resource into goal-progress, relative to a frame fixed by its goal. A scale-invariance axiom forces a logarithmic measure, $V=\sum_i k_i \ln e_i$; compounding of a reinvested resource forces the same form via the ergodicity argument of Peters (2019). The two routes are kin rather than independent; their agreement is a consistency check, not an over-determination. We derive a coding theorem of value: $ΔG \le I(X;Y)$, achieved by Bayes-proportional allocation; realized value decomposes as $G=D(q\|r)-D(q\|p)$, identifying misalignment with measurable waste. For populations, value is frame-relative while price is frame-independent; a fleet that pools its resource and fuses its perception inherits the ceiling $G_{\mathrm{fleet}} \le I(X;Y_{1:m}) \le H(X)$ (a corollary; an earlier sum-form claim was wrong and is corrected in v5). A dynamical layer yields an is/ought asymmetry from which alignment emerges as a control-stability condition with a closed-form residual. We test the single-frame laws on live language models in a pre-registered scale-up: perception mutual information tracks realized capability rather than parameter count (Spearman $ρ= 0.977$ pooled over 30 model$\times$domain points), out-of-sample $ΔG$ tracks $I(X;Y)$, and over-confidence is measurable dissipation; a further pre-registered test shows the bridge is shape-invariant across four task shapes ($n=42$, slope 0.953). None of the mechanisms is individually new -- generalized Kelly, Armstrong & Mindermann (2018), classical control; the contribution is their unification and the governance mapping (incentive design over oversight) that follows.
7	2026	A Spatio-Temporal Expert Prefetching Framework for Efficient MoE-based LLM Inference	Yingnan Zhao; Razvan Bunescu; Ahmed Louri; Avinash Karanth; Ke Wang	arxiv	arXiv	http://arxiv.org/abs/2606.15453v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	Mixture-of-Experts (MoE) based large language models (LLMs), such as Qwen and DeepSeek, have recently emerged as an effective approach to improving model capacity without proportionally increasing computational cost. By replacing the conventional feed-forward network in dense LLMs with a set of experts and activating only a subset of them for each input token, MoE models significantly increase the total number of parameters while keeping the per-token computation relatively manageable. However, this dynamic and irregular expert activation pattern also introduces substantial expert loading overhead during inference, since the required experts must be fetched on demand according to token-dependent routing results. As a result, expert loading latency becomes a major source of performance and energy inefficiency. To this end, we first perform a comprehensive analysis of expert selection behavior in various MoE-based LLMs and applications, including language understanding and code generation. Our analysis reveals that, within each application domain, expert requests exhibit strong correlation across both adjacent MoE layers and consecutive decoding tokens, making future expert activations predictable. Based on this insight, we propose ST-MoE, a spatio-temporal expert prefetching framework that proactively stages experts ahead of use to overlap expert loading with ongoing computation. ST-MoE combines a lightweight runtime prediction mechanism that preserves the original routing behavior with a reconfigurable hardware design that efficiently supports dynamic expert prefetching. The combined effect of the prediction mechanism with the supporting hardware significantly improves MoE inference performance and energy efficiency while preserving model inference accuracy.
8	2026	A Survey of Audio Reasoning in Multimodal Foundation Models	Zhihan Guo; Wenqian Cui; Guan-Ting Lin; Daxin Tan; Jingyao Li; Qiyong Zheng; Dingdong Wang; Jing Xiong; Han Shi; Jiaya Jia; Irwin King	arxiv	arXiv	http://arxiv.org/abs/2605.21008v1	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PASS	FAIL	N/A	N/A	N/A	N/A	N/A	Reasoning has become a defining capability of modern foundation models, yet its development in the audio modality remains limited. Audio poses challenges that are distinct from those of text and vision. It is continuous, temporally dense, and contains linguistic, paralinguistic, and environmental information at multiple time scales. As a result, audio reasoning models must align acoustic signals with the discrete semantic space of large language models, while still preserving fine-grained information needed for reliable inference. Progress is also limited by three major obstacles: the scarcity of genuinely audio-grounded reasoning data, shortcut learning and modality hallucination, and the tension between reasoning depth and real-time latency in spoken interaction. In this paper, we present the first dedicated survey of audio reasoning. We provide a unified formulation that distinguishes direct predictive modeling from reasoning-augmented generation, review the architectural and training foundations of audio reasoning models, and systematically organize recent advances in Audio-to-Text, Audio-to-Speech, Audio-Visual Reasoning and Agentic Audio Reasoning. We further examine emerging paradigms such as Chain-of-Thought prompting, supervised fine-tuning, reinforcement learning, and latency-aware spoken interaction, and discuss evaluation practices, open challenges, and future directions. Our goal is to offer a coherent roadmap for developing robust, efficient, and natively grounded audio reasoning systems.
9	2026	A Survey of Large Audio Language Models: Generalization, Trustworthiness, and Outlook	Kaiwen Luo; Zhenhong Zhou; Leo Wang; Liang Lin; Yang Xiao; Tianyu Shao; Yuanhe Zhang; Yuxuan Li; Miao Yu; Kailin Lyu; Jiaming Zhang; Dongrui Liu; Li Sun; Yueming Wu; Kai Li; Ting Dang; Xiaojun Jia; Rohan Kumar Das; Xinfeng Li; Siyuan Liang; Qiufeng Wang; Xingjun Ma; Jing Chen; Kun Wang; Junhao Dong; Deqing Zou; Yu Cheng; Xia Hu; Zhigang Zeng; Sen Su; Yang Liu; Yu-Gang Jiang; Philip S. Yu; Yew-Soon Ong	arxiv	arXiv	http://arxiv.org/abs/2605.20266v1	LEVEL_4_BULK_PARTIAL_CORE_CANDIDATES	Partial core candidate; lower priority than Level 1/2	True	True	PARTIAL_PAPER_DEFINED_EMERGENCE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE	PASS	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	PARTIAL	"The foundational capabilities established by Large Language Models (LLMs) have paved the way for Multimodal Large Language Models (MLLMs), within which Large Audio Language Models (LALMs) are essential for realizing universal auditory intelligence. Despite their remarkable performance, the escalation of LALMs' capabilities has significantly outpaced the development of systemic frameworks to ensure their trustworthiness. This survey provides a comprehensive investigation into the endogenous mechanisms of LALMs, detailing the architectural innovations and alignment algorithms that facilitate emergent reasoning. Specifically, we analyze how the transition to unified end-to-end frameworks and the integration of continuous acoustic signals inherently expand the attack surface. To rigorously evaluate the risks within these paradigms, we establish a comprehensive taxonomy of trustworthiness, categorizing critical vulnerabilities such as cross-modal jailbreaking, latent acoustic backdoors, and biometric privacy leakage. We review the state-of-the-art through six analytical pillars: hallucination, robustness, safety, privacy, fairness, and authentication. The profound imbalance between a mature offensive landscape and underdeveloped defenses further validates the critical trustworthiness gaps and multidimensional risks facing audio-centric intelligence. Finally, we propose a strategic roadmap advocating for ""Defense-in-Depth"" architectures, causal auditory world modeling, and intrinsic representation engineering to bridge the gap between empirical performance and intrinsically trustworthy audio intelligence. Our project has been uploaded to GitHub https://github.com/Kwwwww74/Awesome-Trustworthy-AudioLLMs."
10	2026	A Survey of Large Language Models	Wayne Xin Zhao; Kun Zhou; Junyi Li; Tianyi Tang; Xiaolei Wang; Yupeng Hou; Yingqian Min; Beichen Zhang; Junjie Zhang; Zican Dong; Yifan Du; Yang Chen; Yushuo Chen; Zhipeng Chen; Jinhao Jiang; Ruiyang Ren; Yifan Li; Xinyu Tang; Zikang Liu; Peiyu Liu	openalex		https://doi.org/10.1007/s11704-026-60308-3	EXCLUDED_OUT_OF_SCOPE_OR_FALSE_POSITIVE	Do not use in final review except as search-noise audit trail	False	False	OUT_OF_SCOPE_OR_FALSE_POSITIVE	ROUTE_A_SCALING_CRITICALITY; ROUTE_B_COMPRESSION_COARSE_MODEL; ROUTE_C_NOVEL_BASES_MANIFOLDS; ROUTE_D_WORLD_MODEL_CAUSAL_STATE; ROUTE_E_GENERALIZATION_ANALOGY_REUSE; ROUTE_F_COUNTERCLAIM_CONTROL	PARTIAL	FAIL	N/A	N/A	N/A	N/A	N/A	Abstract The rapid evolution of large language models (LLMs) has driven a transformative shift in artificial intelligence (AI), reshaping both research paradigms and practical applications. Distinguished from their predecessors by unprecedented scale and advanced capabilities, LLMs necessitate new frameworks for understanding their development, behavior, and societal impact. This survey systematically reviews recent advancements in LLM techniques across four key dimensions: (1) pre-training methodologies, which establish core model capabilities through large-scale self-supervised training, architectural innovations, and data curation strategies; (2) post-training techniques, including supervised fine-tuning and reinforcement learning, which adapt foundational models to downstream tasks and enhance their alignment and safety; (3) utilization strategies, such as in-context learning, prompt engineering, and agentic reasoning, that optimize real-world deployment and enable effective interaction with external environments; and (4) evaluation methods, encompassing benchmarks for key ability dimensions such as core language capabilities, reasoning, and safety, which support comprehensive and reliable assessment of model performance. Additionally, we identify critical research issues, including those concerning theoretical foundations, efficient scaling, alignment, and agentic capability, and highlight the open challenges they present. By synthesizing state-of-the-art insights and emerging trends, this survey aims to provide a systematic and comprehensive framework for understanding the trajectory, current limitations, and future directions of LLM progress.
